entity_id,family,current_url,finding_id,finding_heading,finding_text,evidence_class,severity,scope,status,recommendation,dossier_path
WP-27506,products,https://www.mariwork.ir/shop/mariwork-lightening-medium-code213/,WP-27506-F002,SEO ownership and indexability decision are not verified,"#### WP-27506-F002 — SEO ownership and indexability decision are not verified

severity: P1; scope: PAGE; status: BLOCKED; evidence_class: OBSERVED; confidence: HIGH
source_refs: task supplied evidence (status/robots/canonical); SYS-001; SYS-006
impact: The page appears indexable, but intended/actual indexability and exclusive owners for robots/canonical/title/schema/sitemap are not fully verified.
recommendation: INITIAL — verify Rank Math version/modules and current owners before proposing metadata, robots, canonical, schema or sitemap changes.
acceptance_criteria: Current/target owner, capability check, conflict check and approved indexability decision are recorded.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/crawling-indexing/consolidate-duplicate-urls
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where supported; otherwise UNKNOWN_NEEDS_VERIFICATION
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Production configuration is unavailable in Round 1.",OBSERVED,P1,PAGE,BLOCKED,"INITIAL — verify Rank Math version/modules and current owners before proposing metadata, robots, canonical, schema or sitemap changes.",pages/products/WP-27506.md
WP-27512,products,https://www.mariwork.ir/shop/mariwork-thickening-medium-code214/,WP-27512-F002,SEO ownership and indexability decision are not verified,"#### WP-27512-F002 — SEO ownership and indexability decision are not verified

severity: P1; scope: PAGE; status: BLOCKED; evidence_class: OBSERVED; confidence: HIGH
source_refs: task supplied evidence (status/robots/canonical); SYS-001; SYS-006
impact: The page appears indexable, but intended/actual indexability and exclusive owners for robots/canonical/title/schema/sitemap are not fully verified.
recommendation: INITIAL — verify Rank Math version/modules and current owners before proposing metadata, robots, canonical, schema or sitemap changes.
acceptance_criteria: Current/target owner, capability check, conflict check and approved indexability decision are recorded.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/crawling-indexing/consolidate-duplicate-urls
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where supported; otherwise UNKNOWN_NEEDS_VERIFICATION
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Production configuration is unavailable in Round 1.",OBSERVED,P1,PAGE,BLOCKED,"INITIAL — verify Rank Math version/modules and current owners before proposing metadata, robots, canonical, schema or sitemap changes.",pages/products/WP-27512.md
WP-27621,products,https://www.mariwork.ir/shop/mariwork-totakali-glue-code205/,WP-27621-F002,SEO ownership and indexability decision are not verified,"#### WP-27621-F002 — SEO ownership and indexability decision are not verified

severity: P1; scope: PAGE; status: BLOCKED; evidence_class: OBSERVED; confidence: HIGH
source_refs: task supplied evidence (status/robots/canonical); SYS-001; SYS-006
impact: The page appears indexable, but intended/actual indexability and exclusive owners for robots/canonical/title/schema/sitemap are not fully verified.
recommendation: INITIAL — verify Rank Math version/modules and current owners before proposing metadata, robots, canonical, schema or sitemap changes.
acceptance_criteria: Current/target owner, capability check, conflict check and approved indexability decision are recorded.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/crawling-indexing/consolidate-duplicate-urls
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where supported; otherwise UNKNOWN_NEEDS_VERIFICATION
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Production configuration is unavailable in Round 1.",OBSERVED,P1,PAGE,BLOCKED,"INITIAL — verify Rank Math version/modules and current owners before proposing metadata, robots, canonical, schema or sitemap changes.",pages/products/WP-27621.md
WP-27680,products,https://www.mariwork.ir/shop/totakali-sheet-mariwork-code304/,WP-27680-F002,SEO ownership and indexability decision are not verified,"#### WP-27680-F002 — SEO ownership and indexability decision are not verified

severity: P1; scope: PAGE; status: BLOCKED; evidence_class: OBSERVED; confidence: HIGH
source_refs: task supplied evidence (status/robots/canonical); SYS-001; SYS-006
impact: The page appears indexable, but intended/actual indexability and exclusive owners for robots/canonical/title/schema/sitemap are not fully verified.
recommendation: INITIAL — verify Rank Math version/modules and current owners before proposing metadata, robots, canonical, schema or sitemap changes.
acceptance_criteria: Current/target owner, capability check, conflict check and approved indexability decision are recorded.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/crawling-indexing/consolidate-duplicate-urls
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where supported; otherwise UNKNOWN_NEEDS_VERIFICATION
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Production configuration is unavailable in Round 1.",OBSERVED,P1,PAGE,BLOCKED,"INITIAL — verify Rank Math version/modules and current owners before proposing metadata, robots, canonical, schema or sitemap changes.",pages/products/WP-27680.md
WP-27893,products,https://www.mariwork.ir/shop/mariwork-glossy-varnish-code215/,WP-27893-F001,No parsed structured-data types in supplied initial HTML evidence,"#### WP-27893-F001 — No parsed structured-data types in supplied initial HTML evidence

```yaml
severity: P1
scope: PAGE
status: CONFIRMED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [""input.evidence.schema_types"", ""registry/SYSTEMIC-FINDINGS.md#SYS-004""]
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where capability is verified; otherwise UNKNOWN_NEEDS_VERIFICATION
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Production configuration and responsible output owner were not supplied.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data
```

**Evidence:** `schema_types: []`; no schema payload was identified in the supplied snapshot. Product visible content includes title, variants and price range, but schema consistency cannot be assessed.
**Impact:** Eligibility or consistency for product structured data is unverified; no rich-result or ranking causation is claimed.
**Recommendation:** INITIAL — verify rendered structured-data output and Rank Math/theme/plugin ownership, then assess Product/Offer/variant consistency against visible facts before any change.
**Acceptance criteria:** A representative product-family check records current output, owner, verified facts, conflicts, and regression cases; Second Review decides whether action is warranted.",OBSERVED,P1,PAGE,CONFIRMED,,pages/products/WP-27893.md
WP-27901,products,https://www.mariwork.ir/shop/mariwork-semi-matte-varnish-code216/,WP-27901-F001,No parsed structured-data types in supplied initial HTML evidence,"#### WP-27901-F001 — No parsed structured-data types in supplied initial HTML evidence

```yaml
severity: P1
scope: PAGE
status: CONFIRMED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [""input.evidence.schema_types"", ""registry/SYSTEMIC-FINDINGS.md#SYS-004""]
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where capability is verified; otherwise UNKNOWN_NEEDS_VERIFICATION
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Production configuration and responsible output owner were not supplied.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data
```

**Evidence:** `schema_types: []`; no schema payload was identified in the supplied snapshot. Product visible content includes title, variants and price range, but schema consistency cannot be assessed.
**Impact:** Eligibility or consistency for product structured data is unverified; no rich-result or ranking causation is claimed.
**Recommendation:** INITIAL — verify rendered structured-data output and Rank Math/theme/plugin ownership, then assess Product/Offer/variant consistency against visible facts before any change.
**Acceptance criteria:** A representative product-family check records current output, owner, verified facts, conflicts, and regression cases; Second Review decides whether action is warranted.",OBSERVED,P1,PAGE,CONFIRMED,,pages/products/WP-27901.md
WP-27903,products,https://www.mariwork.ir/shop/contouring-pot-mariwork-fabric-code-311/,WP-27903-F001,No parsed structured-data types in supplied initial HTML evidence,"#### WP-27903-F001 — No parsed structured-data types in supplied initial HTML evidence

```yaml
severity: P1
scope: PAGE
status: CONFIRMED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [""input.evidence.schema_types"", ""registry/SYSTEMIC-FINDINGS.md#SYS-004""]
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where capability is verified; otherwise UNKNOWN_NEEDS_VERIFICATION
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Production configuration and responsible output owner were not supplied.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data
```

**Evidence:** `schema_types: []`; no schema payload was identified in the supplied snapshot. Product visible content includes title, options and price range, but schema consistency cannot be assessed.
**Impact:** Eligibility or consistency for product structured data is unverified; no rich-result or ranking causation is claimed.
**Recommendation:** INITIAL — verify rendered structured-data output and Rank Math/theme/plugin ownership, then assess Product/Offer/variant consistency against visible facts before any change.
**Acceptance criteria:** A representative product-family check records current output, owner, verified facts, conflicts, and regression cases; Second Review decides whether action is warranted.",OBSERVED,P1,PAGE,CONFIRMED,,pages/products/WP-27903.md
WP-28232,products,https://www.mariwork.ir/shop/mariwork-golden-shine-code206/,WP-28232-F001,No parsed structured-data types in supplied initial HTML evidence,"#### WP-28232-F001 — No parsed structured-data types in supplied initial HTML evidence
```yaml
severity: P1
scope: PAGE
status: CONFIRMED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [""input.evidence.schema_types"", ""registry/SYSTEMIC-FINDINGS.md#SYS-004""]
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where capability is verified; otherwise UNKNOWN_NEEDS_VERIFICATION
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Production configuration and responsible output owner were not supplied.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data
```
**Evidence:** `schema_types: []`; no schema payload was identified. **Impact:** Product structured-data eligibility/consistency is unverified; no ranking or rich-result causation is claimed. **Recommendation:** INITIAL — verify output and Rank Math/theme/plugin ownership, then compare Product/Offer facts with visible content. **Acceptance criteria:** Owner, current output, verified facts, conflicts and regression cases are recorded before any decision.",OBSERVED,P1,PAGE,CONFIRMED,,pages/products/WP-28232.md
WP-28239,products,https://www.mariwork.ir/shop/mariwork-silver-shine-code207/,WP-28239-F001,No parsed structured-data types in supplied initial HTML evidence,"#### WP-28239-F001 — No parsed structured-data types in supplied initial HTML evidence
```yaml
severity: P1
scope: PAGE
status: CONFIRMED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [""input.evidence.schema_types"", ""registry/SYSTEMIC-FINDINGS.md#SYS-004""]
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where capability is verified; otherwise UNKNOWN_NEEDS_VERIFICATION
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Production configuration and responsible output owner were not supplied.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data
```
**Evidence:** `schema_types: []`; no schema payload was identified. **Impact:** Product structured-data eligibility/consistency is unverified; no ranking or rich-result causation is claimed. **Recommendation:** INITIAL — verify output and Rank Math/theme/plugin ownership, then compare Product/Offer facts with visible content. **Acceptance criteria:** Owner, current output, verified facts, conflicts and regression cases are recorded before any decision.",OBSERVED,P1,PAGE,CONFIRMED,,pages/products/WP-28239.md
WP-28242,products,https://www.mariwork.ir/shop/mocha-mousse-mariwork-fabric-color-code138/,WP-28242-F001,No parsed structured-data types in supplied initial HTML evidence,"#### WP-28242-F001 — No parsed structured-data types in supplied initial HTML evidence
```yaml
severity: P1
scope: PAGE
status: CONFIRMED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [""input.evidence.schema_types"", ""registry/SYSTEMIC-FINDINGS.md#SYS-004""]
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where capability is verified; otherwise UNKNOWN_NEEDS_VERIFICATION
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Production configuration and responsible output owner were not supplied.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data
```
**Evidence:** `schema_types: []`; no schema payload was identified. **Impact:** Product structured-data eligibility/consistency is unverified; no ranking or rich-result causation is claimed. **Recommendation:** INITIAL — verify output and Rank Math/theme/plugin ownership, then compare Product/Offer facts with visible content. **Acceptance criteria:** Owner, current output, verified facts, conflicts and regression cases are recorded before any decision.",OBSERVED,P1,PAGE,CONFIRMED,,pages/products/WP-28242.md
WP-28244,products,https://www.mariwork.ir/shop/teal-mariwork-fabric-color-code139/,WP-28244-F001,No parsed structured-data types in supplied initial HTML evidence,"#### WP-28244-F001 — No parsed structured-data types in supplied initial HTML evidence
```yaml
severity: P1
scope: PAGE
status: CONFIRMED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [""input.evidence.schema_types"", ""registry/SYSTEMIC-FINDINGS.md#SYS-004""]
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where capability is verified; otherwise UNKNOWN_NEEDS_VERIFICATION
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Production configuration and responsible output owner were not supplied.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data
```
**Evidence:** `schema_types: []`; no schema payload was identified. **Impact:** Product structured-data eligibility/consistency is unverified; no ranking or rich-result causation is claimed. **Recommendation:** INITIAL — verify output and Rank Math/theme/plugin ownership, then compare Product/Offer facts with visible content. **Acceptance criteria:** Owner, current output, verified facts, conflicts and regression cases are recorded before any decision.",OBSERVED,P1,PAGE,CONFIRMED,,pages/products/WP-28244.md
WP-28610,products,https://www.mariwork.ir/shop/40color-set/,WP-28610-F001,No parsed structured-data types in supplied initial HTML evidence,"#### WP-28610-F001 — No parsed structured-data types in supplied initial HTML evidence
```yaml
severity: P1
scope: PAGE
status: CONFIRMED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [""input.evidence.schema_types"", ""registry/SYSTEMIC-FINDINGS.md#SYS-004""]
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where capability is verified; otherwise UNKNOWN_NEEDS_VERIFICATION
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Production configuration and responsible output owner were not supplied.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data
```
**Evidence:** `schema_types: []`; no schema payload was identified. **Impact:** Bundle structured-data eligibility/consistency is unverified; no ranking or rich-result causation is claimed. **Recommendation:** INITIAL — verify output and ownership, then compare bundle/Offer facts with visible contents. **Acceptance criteria:** Owner, current output, verified facts, conflicts and regression cases are recorded before any decision.",OBSERVED,P1,PAGE,CONFIRMED,,pages/products/WP-28610.md
WP-28623,products,https://www.mariwork.ir/shop/whole-colors-and-mediumes-set/,WP-28623-F001,No parsed structured-data types in supplied initial HTML evidence,"#### WP-28623-F001 — No parsed structured-data types in supplied initial HTML evidence
```yaml
severity: P1
scope: PAGE
status: CONFIRMED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [""input.evidence.schema_types"", ""registry/SYSTEMIC-FINDINGS.md#SYS-004""]
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where capability is verified; otherwise UNKNOWN_NEEDS_VERIFICATION
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Production configuration and responsible output owner were not supplied.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data
```
**Evidence:** `schema_types: []`; no schema payload was identified. **Impact:** Bundle structured-data eligibility/consistency is unverified; no ranking or rich-result causation is claimed. **Recommendation:** INITIAL — verify output and ownership, then compare bundle/Offer facts with visible contents. **Acceptance criteria:** Owner, current output, verified facts, conflicts and regression cases are recorded before any decision.",OBSERVED,P1,PAGE,CONFIRMED,,pages/products/WP-28623.md
WP-28627,products,https://www.mariwork.ir/shop/whole-mediumes-set/,WP-28627-F001,Malformed widget artifact in meta description,"#### WP-28627-F001 — Malformed widget artifact in meta description
```yaml
severity: P1
scope: PAGE
status: CONFIRMED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [""input.evidence.meta_description""]
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where capability is verified; otherwise UNKNOWN_NEEDS_VERIFICATION
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Production configuration and metadata source were not supplied.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/appearance/snippet
```
**Evidence:** supplied meta description begins `idget_type=""woocommerce-product-additional-information.default"">` before the product description. **Impact:** The controlled snippet input contains a visible template/markup artifact and may not accurately summarize the product. **Recommendation:** INITIAL — trace the source in the single approved SEO/content owner and remove the artifact only after confirming the intended visible description; do not draft replacement copy in Round 1. **Acceptance criteria:** Clean initial output, accurate visible description, single owner, and no regression on representative bundle pages.",OBSERVED,P1,PAGE,CONFIRMED,,pages/products/WP-28627.md
WP-28627,products,https://www.mariwork.ir/shop/whole-mediumes-set/,WP-28627-F002,No parsed structured-data types in supplied initial HTML evidence,"#### WP-28627-F002 — No parsed structured-data types in supplied initial HTML evidence
```yaml
severity: P1
scope: PAGE
status: CONFIRMED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [""input.evidence.schema_types"", ""registry/SYSTEMIC-FINDINGS.md#SYS-004""]
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where capability is verified; otherwise UNKNOWN_NEEDS_VERIFICATION
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Production configuration and responsible output owner were not supplied.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data
```
**Evidence:** `schema_types: []`; no schema payload was identified. **Impact:** Bundle structured-data eligibility/consistency is unverified; no ranking or rich-result causation is claimed. **Recommendation:** INITIAL — verify output and ownership, then compare bundle/Offer facts with visible contents. **Acceptance criteria:** Owner, current output, verified facts, conflicts and regression cases are recorded before any decision.",OBSERVED,P1,PAGE,CONFIRMED,,pages/products/WP-28627.md
WP-30906,static,https://www.mariwork.ir/login-otino/,WP-30906-F001,200 account page has noindex and no canonical output,"#### WP-30906-F001 — 200 account page has noindex and no canonical output
```yaml
severity: P1
scope: PAGE
status: CONFIRMED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [""INPUT:evidence.status"", ""INPUT:evidence.meta_robots"", ""INPUT:evidence.canonical""]
impact: Current signals are observable but account-page policy and canonical ownership are not evidenced; no ranking penalty is claimed.
recommendation: INITIAL — confirm sitewide account-page policy and owner before any robots/canonical change; do not infer indexability intent.
acceptance_criteria: Approved policy, current owner, and account-URL regression checks are documented.
google_basis: GOOGLE_RECOMMENDED
google_reference: https://developers.google.com/search/docs/crawling-indexing/robots-meta-tag
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where capability is verified
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Installed modules/settings unavailable
```",OBSERVED,P1,PAGE,CONFIRMED,INITIAL — confirm sitewide account-page policy and owner before any robots/canonical change,pages/static/WP-30906.md
WP-30906,static,https://www.mariwork.ir/login-otino/,WP-30906-F002,Authentication flow is not fully verifiable from supplied evidence,"#### WP-30906-F002 — Authentication flow is not fully verifiable from supplied evidence
```yaml
severity: P2
scope: PAGE
status: BLOCKED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [""INPUT:evidence.text_excerpt"", ""INPUT:evidence.html_sha256""]
impact: Authenticated behavior and interaction-dependent content remain unknown.
recommendation: INITIAL — verify only through an approved auth-safe, non-production test; record no credentials or phone data.
acceptance_criteria: Initial HTML, JS behavior, and public content are distinguished without account actions.
google_basis: PROJECT_DECISION
google_reference: https://developers.google.com/search/docs/crawling-indexing/javascript
seo_owner_current: PLATFORM/CONTENT_UNKNOWN
seo_owner_target: PLATFORM for auth behavior; CONTENT for public text
rank_math_capability_checked: NOT_APPLICABLE_FOR_AUTH_FLOW
rank_math_path_or_reason_not_used: Rank Math does not establish OTP delivery/authentication behavior
```",OBSERVED,P2,PAGE,BLOCKED,"INITIAL — verify only through an approved auth-safe, non-production test",pages/static/WP-30906.md
WP-30918,shop,https://www.mariwork.ir/shop/,WP-30918-F001,Archive has no H1 in supplied initial HTML,"#### WP-30918-F001 — Archive has no H1 in supplied initial HTML

```yaml
id: WP-30918-F001
severity: P1
scope: PAGE
status: CONFIRMED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [input.evidence.h1, input.evidence.title, input.evidence.headings, SYS-004]
impact: The page has a product-listing archive but no supplied H1 that clearly identifies the page/topic for users and crawlers; the exact rendered/mobile state is not verified.
recommendation: INITIAL — validate rendered output and ownership first; if confirmed, add one visible, descriptive H1 through the approved content/template owner without changing the URL.
acceptance_criteria: One visible H1 is present in initial and rendered/mobile output, accurately identifies the shop/archive, is not duplicated, and is consistent with the approved page content and metadata.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/fundamentals/seo-starter-guide
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: CONTENT/template owner for visible H1; Rank Math only for supported metadata, not visible content
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Rank Math configuration/version and template ownership were not supplied; visible H1 is not a Rank Math metadata concern.
```

**Evidence:** Supplied evidence reports `h1: """"` while listing ten H2 product headings and 84 results.
**Impact:** Page identity is less explicit in the supplied initial HTML; no ranking causation is claimed.
**Recommendation:** Initial recommendation only; verify rendered output and template ownership before any change.
**Acceptance criteria:** As stated in the finding YAML.",OBSERVED,P1,PAGE,CONFIRMED,INITIAL — validate rendered output and ownership first,pages/shop/WP-30918.md
WP-30918,shop,https://www.mariwork.ir/shop/,WP-30918-F002,Meta description contains the literal archive placeholder,"#### WP-30918-F002 — Meta description contains the literal archive placeholder

```yaml
id: WP-30918-F002
severity: P2
scope: PAGE
status: CONFIRMED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [input.evidence.meta_description, input.evidence.title, SYS-004]
impact: The supplied description exposes the literal English token `Archive` and gives limited page-specific context for a Persian shop archive; snippet selection and ranking impact are not claimed.
recommendation: INITIAL — review the intended archive description and current owner; if changed, manage the metadata through the verified Rank Math path where supported, with no duplicate SEO output.
acceptance_criteria: Approved metadata accurately describes the visible shop/archive, removes unintended template leakage, remains consistent with page content, and is emitted by one verified owner.
google_basis: GOOGLE_RECOMMENDED
google_reference: https://developers.google.com/search/docs/appearance/snippet
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where capability/current ownership is verified
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Installed version/modules and current metadata owner were not supplied; see SYS-001 and SYS-006.
```

**Evidence:** Supplied meta description is exactly `محصولات Archive - رنگ پارچه ماری ورک`.
**Impact:** Template leakage and weak specificity are observed; no guaranteed CTR/ranking effect is asserted.
**Recommendation:** Initial recommendation only; do not draft or implement final metadata in Round 1.
**Acceptance criteria:** As stated in the finding YAML.",OBSERVED,P2,PAGE,CONFIRMED,INITIAL — review the intended archive description and current owner,pages/shop/WP-30918.md
WP-30918,shop,https://www.mariwork.ir/shop/,WP-30918-F003,Archive structured-data state is unverified,"#### WP-30918-F003 — Archive structured-data state is unverified

```yaml
id: WP-30918-F003
severity: P2
scope: PAGE
status: OPEN
evidence_class: MEASURED
confidence: MEDIUM
source_refs: [input.evidence.schema_types, input.evidence.text_excerpt, SYS-004]
impact: No parsed schema type is present in the supplied evidence for an archive containing 84 products; this does not establish that schema is required or that a rich-result loss occurred.
recommendation: INITIAL — verify rendered JSON-LD/microdata and the intended archive schema policy before deciding whether any change is warranted; preserve consistency with visible product data.
acceptance_criteria: Rendered and initial output are checked, intended schema policy is documented, and any emitted structured data is valid, non-duplicated and consistent with visible content.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where supported; otherwise one documented central integration
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Rank Math schema modules/configuration and rendered output were not available in the deterministic input.
```

**Evidence:** `schema_types: []` is reported; the page visibly lists products and prices.
**Impact:** Structured-data coverage and consistency cannot be assessed from this snapshot alone.
**Recommendation:** Verification only at Round 1; no schema implementation is authorized.
**Acceptance criteria:** As stated in the finding YAML.

**Explicit gaps:** Search Console/coverage metrics, joined Page+Query data, rendered/mobile output, Rank Math version/modules/settings, current SEO owners, exact sitemap membership, and legacy URL mapping are not available. Existing systemic references: SYS-001, SYS-004, SYS-006, SYS-007.",MEASURED,P2,PAGE,OPEN,INITIAL — verify rendered JSON-LD/microdata and the intended archive schema policy before deciding whether any change is warranted,pages/shop/WP-30918.md
WP-30991,static,https://www.mariwork.ir/fast-buy/,WP-30991-F001,Interactive product results are not evidenced in initial output,"#### WP-30991-F001 — Interactive product results are not evidenced in initial output
```yaml
severity: P1
scope: PAGE
status: BLOCKED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [""INPUT:evidence.text_excerpt"", ""INPUT:evidence.meta_robots"", ""INPUT:evidence.canonical""]
impact: Product discovery and crawlable critical content cannot be assessed; runtime failure is not concluded.
recommendation: INITIAL — verify in an approved non-purchase test and distinguish initial vs post-JS content.
acceptance_criteria: Representative results, filters, and accessible links are evidenced safely; failure states are documented.
google_basis: GOOGLE_CONSISTENT
google_reference: https://developers.google.com/search/docs/crawling-indexing/javascript
seo_owner_current: PLATFORM/UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: PLATFORM for tool behavior; RANK_MATH for supported SEO controls
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Production modules and AJAX implementation unavailable
```",OBSERVED,P1,PAGE,BLOCKED,INITIAL — verify in an approved non-purchase test and distinguish initial vs post-JS content.,pages/static/WP-30991.md
WP-30991,static,https://www.mariwork.ir/fast-buy/,WP-30991-F002,Noindex/canonical policy for this tool page is unresolved,"#### WP-30991-F002 — Noindex/canonical policy for this tool page is unresolved
```yaml
severity: P1
scope: PAGE
status: CONFIRMED
evidence_class: OBSERVED
confidence: HIGH
source_refs: [""INPUT:inventory.canonical_url"", ""INPUT:evidence.meta_robots"", ""INPUT:evidence.canonical""]
impact: Current signal is observable but intended policy and owner are not evidenced.
recommendation: INITIAL — document the sitewide policy for interactive commerce tools before changing robots/canonical output.
acceptance_criteria: Approved policy, owner, and regression URLs are recorded.
google_basis: GOOGLE_RECOMMENDED
google_reference: https://developers.google.com/search/docs/crawling-indexing/robots-meta-tag
seo_owner_current: UNKNOWN_NEEDS_VERIFICATION
seo_owner_target: RANK_MATH where capability is verified
rank_math_capability_checked: BLOCKED_BY_ACCESS
rank_math_path_or_reason_not_used: Installed settings unavailable
```",OBSERVED,P1,PAGE,CONFIRMED,INITIAL — document the sitewide policy for interactive commerce tools before changing robots/canonical output.,pages/static/WP-30991.md
